 X,Y,Hinc_z
   -0.36429E+00,    0.32468E+00,    0.89689E+00
   -0.23429E+00,   -0.32941E+00,    0.95691E+00
   -0.36539E+00,    0.22340E+00,    0.89628E+00
   -0.25191E+00,   -0.29067E+00,    0.95024E+00
   -0.30449E+00,   -0.14864E+00,    0.92759E+00
   -0.36402E+00,    0.33619E+00,    0.89704E+00
   -0.36276E+00,    0.16344E+00,    0.89774E+00
   -0.36622E+00,    0.26627E+00,    0.89582E+00
   -0.35601E+00,    0.91659E-01,    0.90145E+00
   -0.15540E+00,   -0.47524E+00,    0.98097E+00
   -0.18730E+00,   -0.42187E+00,    0.97239E+00
   -0.34293E+00,    0.37455E-02,    0.90845E+00
   -0.36604E+00,    0.30835E+00,    0.89592E+00
   -0.32202E+00,   -0.90397E-01,    0.91912E+00
   -0.34779E+00,    0.29753E-01,    0.90588E+00
   -0.27106E+00,   -0.24697E+00,    0.94247E+00
   -0.33807E+00,   -0.22262E-01,    0.91099E+00
   -0.16084E+00,   -0.46792E+00,    0.97962E+00
   -0.20935E+00,   -0.38298E+00,    0.96555E+00
   -0.25988E+00,   -0.27544E+00,    0.94708E+00
   -0.27506E+00,   -0.23778E+00,    0.94077E+00
   -0.36615E+00,    0.19934E+00,    0.89586E+00
   -0.31083E+00,   -0.13252E+00,    0.92458E+00
   -0.27975E+00,   -0.22565E+00,    0.93876E+00
   -0.35264E+00,    0.55761E-01,    0.90328E+00
   -0.28695E+00,   -0.20689E+00,    0.93560E+00
   -0.33322E+00,   -0.48270E-01,    0.91349E+00
   -0.24316E+00,   -0.31505E+00,    0.95361E+00
   -0.21789E+00,   -0.36771E+00,    0.96270E+00
   -0.36795E+00,    0.24974E+00,    0.89485E+00
   -0.36578E+00,    0.34089E+00,    0.89607E+00
   -0.36087E+00,    0.11767E+00,    0.89879E+00
   -0.17583E+00,   -0.44514E+00,    0.97565E+00
   -0.36425E+00,    0.15355E+00,    0.89692E+00
   -0.29329E+00,   -0.19077E+00,    0.93275E+00
   -0.36834E+00,    0.29182E+00,    0.89463E+00
   -0.36700E+00,    0.33185E+00,    0.89538E+00
   -0.35750E+00,    0.81769E-01,    0.90064E+00
   -0.31717E+00,   -0.11641E+00,    0.92151E+00
   -0.32836E+00,   -0.74278E-01,    0.91595E+00
   -0.36818E+00,    0.20648E+00,    0.89472E+00
   -0.29963E+00,   -0.17465E+00,    0.92985E+00
   -0.36763E+00,    0.18945E+00,    0.89503E+00
   -0.16016E+00,   -0.47366E+00,    0.97979E+00
   -0.25156E+00,   -0.30065E+00,    0.95038E+00
   -0.22655E+00,   -0.35465E+00,    0.95969E+00
   -0.18570E+00,   -0.43168E+00,    0.97286E+00
   -0.34441E+00,   -0.61437E-02,    0.90767E+00
   -0.36988E+00,    0.23231E+00,    0.89377E+00
   -0.34927E+00,    0.19864E-01,    0.90509E+00
   -0.37011E+00,    0.27547E+00,    0.89364E+00
   -0.30597E+00,   -0.15853E+00,    0.92689E+00
   -0.33956E+00,   -0.32152E-01,    0.91021E+00
   -0.36572E+00,    0.14367E+00,    0.89610E+00
   -0.36235E+00,    0.10777E+00,    0.89797E+00
   -0.35412E+00,    0.45872E-01,    0.90248E+00
   -0.23507E+00,   -0.33906E+00,    0.95663E+00
   -0.26905E+00,   -0.26247E+00,    0.94331E+00
   -0.32351E+00,   -0.10029E+00,    0.91839E+00
   -0.16590E+00,   -0.46696E+00,    0.97832E+00
   -0.36918E+00,    0.33720E+00,    0.89416E+00
   -0.36911E+00,    0.17956E+00,    0.89420E+00
   -0.26019E+00,   -0.28542E+00,    0.94695E+00
   -0.33470E+00,   -0.58160E-01,    0.91273E+00
   -0.35898E+00,    0.71880E-01,    0.89983E+00
   -0.31231E+00,   -0.14241E+00,    0.92387E+00
   -0.24301E+00,   -0.32468E+00,    0.95367E+00
   -0.37090E+00,    0.31726E+00,    0.89319E+00
   -0.37215E+00,    0.25841E+00,    0.89248E+00
   -0.21756E+00,   -0.37766E+00,    0.96281E+00
   -0.20974E+00,   -0.39296E+00,    0.96542E+00
   -0.37066E+00,    0.32884E+00,    0.89333E+00
   -0.20332E+00,   -0.40504E+00,    0.96749E+00
   -0.37178E+00,    0.21579E+00,    0.89269E+00
   -0.28843E+00,   -0.21678E+00,    0.93494E+00
   -0.37215E+00,    0.30095E+00,    0.89248E+00
   -0.16490E+00,   -0.47203E+00,    0.97858E+00
   -0.36721E+00,    0.13379E+00,    0.89527E+00
   -0.32984E+00,   -0.84168E-01,    0.91520E+00
   -0.29477E+00,   -0.20066E+00,    0.93208E+00
   -0.27482E+00,   -0.25430E+00,    0.94088E+00
   -0.31865E+00,   -0.12629E+00,    0.92079E+00
   -0.36383E+00,    0.97888E-01,    0.89715E+00
   -0.25158E+00,   -0.30969E+00,    0.95037E+00
   -0.35075E+00,    0.99748E-02,    0.90429E+00
   -0.17018E+00,   -0.46460E+00,    0.97719E+00
   -0.17514E+00,   -0.45654E+00,    0.97584E+00
   -0.37338E+00,    0.24137E+00,    0.89178E+00
   -0.34590E+00,   -0.16033E-01,    0.90688E+00
   -0.37059E+00,    0.16967E+00,    0.89336E+00
   -0.26861E+00,   -0.27064E+00,    0.94349E+00
   -0.35561E+00,    0.35983E-01,    0.90167E+00
   -0.22671E+00,   -0.36305E+00,    0.95964E+00
   -0.30111E+00,   -0.18454E+00,    0.92916E+00
   -0.18472E+00,   -0.44153E+00,    0.97314E+00
   -0.34104E+00,   -0.42041E-01,    0.90944E+00
   -0.37254E+00,    0.33349E+00,    0.89226E+00
   -0.36046E+00,    0.61991E-01,    0.89901E+00
   -0.23470E+00,   -0.34903E+00,    0.95676E+00
   -0.37464E+00,    0.28408E+00,    0.89106E+00
   -0.30745E+00,   -0.16842E+00,    0.92619E+00
   -0.32499E+00,   -0.11018E+00,    0.91765E+00
   -0.37358E+00,    0.32443E+00,    0.89167E+00
   -0.27986E+00,   -0.24654E+00,    0.93871E+00
   -0.25989E+00,   -0.29522E+00,    0.94707E+00
   -0.33618E+00,   -0.68049E-01,    0.91196E+00
   -0.36869E+00,    0.12388E+00,    0.89443E+00
   -0.19995E+00,   -0.41732E+00,    0.96856E+00
   -0.21664E+00,   -0.38656E+00,    0.96312E+00
   -0.24247E+00,   -0.33458E+00,    0.95387E+00
   -0.37207E+00,    0.15978E+00,    0.89253E+00
   -0.16962E+00,   -0.47035E+00,    0.97734E+00
   -0.36532E+00,    0.87999E-01,    0.89632E+00
   -0.31379E+00,   -0.15230E+00,    0.92315E+00
   -0.19492E+00,   -0.42786E+00,    0.97011E+00
   -0.37612E+00,    0.26756E+00,    0.89022E+00
   -0.37601E+00,    0.22444E+00,    0.89028E+00
   -0.35224E+00,    0.85475E-04,    0.90350E+00
   -0.37581E+00,    0.31020E+00,    0.89039E+00
   -0.35709E+00,    0.26093E-01,    0.90086E+00
   -0.28505E+00,   -0.23805E+00,    0.93644E+00
   -0.37545E+00,    0.19568E+00,    0.89060E+00
   -0.33133E+00,   -0.94057E-01,    0.91445E+00
   -0.34738E+00,   -0.25922E-01,    0.90610E+00
   -0.26828E+00,   -0.28060E+00,    0.94363E+00
   -0.32013E+00,   -0.13618E+00,    0.92006E+00
   -0.36195E+00,    0.52101E-01,    0.89819E+00
   -0.17558E+00,   -0.46368E+00,    0.97572E+00
   -0.37586E+00,    0.32974E+00,    0.89036E+00
   -0.25174E+00,   -0.32000E+00,    0.95031E+00
   -0.34252E+00,   -0.51930E-01,    0.90866E+00
   -0.37017E+00,    0.11399E+00,    0.89360E+00
   -0.29626E+00,   -0.21055E+00,    0.93140E+00
   -0.37784E+00,    0.25029E+00,    0.88923E+00
   -0.22637E+00,   -0.37297E+00,    0.95976E+00
   -0.37355E+00,    0.14989E+00,    0.89168E+00
   -0.21219E+00,   -0.40044E+00,    0.96461E+00
   -0.37718E+00,    0.20740E+00,    0.88961E+00
   -0.30260E+00,   -0.19443E+00,    0.92847E+00
   -0.37811E+00,    0.29343E+00,    0.88908E+00
   -0.37721E+00,    0.32133E+00,    0.88959E+00
   -0.36680E+00,    0.78110E-01,    0.89549E+00
   -0.37693E+00,    0.18579E+00,    0.88975E+00
   -0.17433E+00,   -0.46863E+00,    0.97607E+00
   -0.32647E+00,   -0.12007E+00,    0.91691E+00
   -0.33767E+00,   -0.77939E-01,    0.91120E+00
   -0.29069E+00,   -0.22985E+00,    0.93393E+00
   -0.18480E+00,   -0.45164E+00,    0.97312E+00
   -0.30894E+00,   -0.17831E+00,    0.92548E+00
   -0.26023E+00,   -0.30515E+00,    0.94693E+00
   -0.17922E+00,   -0.46180E+00,    0.97471E+00
   -0.23563E+00,   -0.35858E+00,    0.95642E+00
   -0.19353E+00,   -0.43774E+00,    0.97053E+00
   -0.37974E+00,    0.27681E+00,    0.88813E+00
   -0.37971E+00,    0.23371E+00,    0.88815E+00
   -0.35372E+00,   -0.98038E-02,    0.90269E+00
   -0.35857E+00,    0.16204E-01,    0.90005E+00
   -0.37503E+00,    0.14000E+00,    0.89084E+00
   -0.37166E+00,    0.10410E+00,    0.89276E+00
   -0.31528E+00,   -0.16219E+00,    0.92243E+00
   -0.34886E+00,   -0.35812E-01,    0.90531E+00
   -0.36343E+00,    0.42212E-01,    0.89737E+00
   -0.27901E+00,   -0.26337E+00,    0.93908E+00
   -0.24347E+00,   -0.34444E+00,    0.95350E+00
   -0.37915E+00,    0.32595E+00,    0.88847E+00
   -0.33281E+00,   -0.10395E+00,    0.91369E+00
   -0.37841E+00,    0.17590E+00,    0.88890E+00
   -0.29581E+00,   -0.22127E+00,    0.93161E+00
   -0.38001E+00,    0.31688E+00,    0.88798E+00
   -0.26870E+00,   -0.29058E+00,    0.94346E+00
   -0.34401E+00,   -0.61820E-01,    0.90788E+00
   -0.36829E+00,    0.68220E-01,    0.89466E+00
   -0.25139E+00,   -0.33010E+00,    0.95045E+00
   -0.32162E+00,   -0.14607E+00,    0.91933E+00
   -0.22544E+00,   -0.38328E+00,    0.96008E+00
   -0.38206E+00,    0.25961E+00,    0.88679E+00
   -0.17902E+00,   -0.46685E+00,    0.97477E+00
   -0.38168E+00,    0.21631E+00,    0.88701E+00
   -0.21176E+00,   -0.41040E+00,    0.96476E+00
   -0.37652E+00,    0.13011E+00,    0.88999E+00
   -0.18408E+00,   -0.45927E+00,    0.97333E+00
   -0.28476E+00,   -0.25524E+00,    0.93657E+00
   -0.20388E+00,   -0.42566E+00,    0.96732E+00
   -0.33915E+00,   -0.87828E-01,    0.91043E+00
   -0.37989E+00,    0.16601E+00,    0.88805E+00
   -0.30408E+00,   -0.20432E+00,    0.92778E+00
   -0.36006E+00,    0.63148E-02,    0.89924E+00
   -0.32796E+00,   -0.12995E+00,    0.91616E+00
   -0.38322E+00,    0.24306E+00,    0.88611E+00
   -0.35520E+00,   -0.19693E-01,    0.90189E+00
   -0.27710E+00,   -0.27591E+00,    0.93990E+00
   -0.26742E+00,   -0.29890E+00,    0.94399E+00
   -0.36491E+00,    0.32323E-01,    0.89655E+00
   -0.23498E+00,   -0.36854E+00,    0.95666E+00
   -0.22110E+00,   -0.39592E+00,    0.96160E+00
   -0.38240E+00,    0.32213E+00,    0.88659E+00
   -0.31042E+00,   -0.18820E+00,    0.92477E+00
   -0.38332E+00,    0.30359E+00,    0.88606E+00
   -0.35035E+00,   -0.45701E-01,    0.90451E+00
   -0.38392E+00,    0.28579E+00,    0.88571E+00
   -0.38316E+00,    0.31305E+00,    0.88615E+00
   -0.24271E+00,   -0.35431E+00,    0.95379E+00
   -0.36977E+00,    0.58331E-01,    0.89383E+00
   -0.28981E+00,   -0.24662E+00,    0.93432E+00
   -0.31676E+00,   -0.17208E+00,    0.92171E+00
   -0.33429E+00,   -0.11384E+00,    0.91293E+00
   -0.37800E+00,    0.12022E+00,    0.88914E+00
   -0.18369E+00,   -0.46504E+00,    0.97344E+00
   -0.34549E+00,   -0.71709E-01,    0.90710E+00
   -0.38138E+00,    0.15612E+00,    0.88719E+00
   -0.19399E+00,   -0.44788E+00,    0.97039E+00
   -0.25138E+00,   -0.33894E+00,    0.95045E+00
   -0.20227E+00,   -0.43377E+00,    0.96783E+00
   -0.37554E+00,    0.91670E-01,    0.89055E+00
   -0.38573E+00,    0.26883E+00,    0.88465E+00
   -0.18869E+00,   -0.45817E+00,    0.97198E+00
   -0.32310E+00,   -0.15596E+00,    0.91859E+00
   -0.38522E+00,    0.20551E+00,    0.88495E+00
   -0.29481E+00,   -0.23891E+00,    0.93206E+00
   -0.38595E+00,    0.22532E+00,    0.88452E+00
   -0.36154E+00,   -0.35745E-02,    0.89842E+00
   -0.21132E+00,   -0.41973E+00,    0.96490E+00
   -0.26347E+00,   -0.31548E+00,    0.94562E+00
   -0.36640E+00,    0.22433E-01,    0.89572E+00
   -0.38515E+00,    0.19368E+00,    0.88499E+00
   -0.35669E+00,   -0.29583E-01,    0.90108E+00
   -0.38561E+00,    0.31828E+00,    0.88472E+00
   -0.34063E+00,   -0.97717E-01,    0.90965E+00
   -0.31031E+00,   -0.19812E+00,    0.92483E+00
   -0.27768E+00,   -0.28393E+00,    0.93965E+00
   -0.37125E+00,    0.48441E-01,    0.89299E+00
   -0.32944E+00,   -0.13984E+00,    0.91541E+00
   -0.37948E+00,    0.11033E+00,    0.88829E+00
   -0.38286E+00,    0.14623E+00,    0.88633E+00
   -0.35183E+00,   -0.55591E-01,    0.90371E+00
   -0.23466E+00,   -0.37843E+00,    0.95678E+00
   -0.30556E+00,   -0.21421E+00,    0.92708E+00
   -0.38734E+00,    0.30952E+00,    0.88370E+00
   -0.18834E+00,   -0.46317E+00,    0.97208E+00
   -0.38624E+00,    0.18212E+00,    0.88435E+00
   -0.19325E+00,   -0.45549E+00,    0.97062E+00
   -0.30064E+00,   -0.23001E+00,    0.92938E+00
   -0.34697E+00,   -0.81599E-01,    0.90631E+00
   -0.37773E+00,    0.81974E-01,    0.88929E+00
   -0.33578E+00,   -0.12373E+00,    0.91217E+00
   -0.25085E+00,   -0.34856E+00,    0.95066E+00
   -0.31824E+00,   -0.18197E+00,    0.92099E+00
   -0.25917E+00,   -0.33174E+00,    0.94736E+00
   -0.38913E+00,    0.29445E+00,    0.88264E+00
   -0.24393E+00,   -0.36414E+00,    0.95332E+00
   -0.38957E+00,    0.27804E+00,    0.88239E+00
   -0.20150E+00,   -0.44368E+00,    0.96807E+00
   -0.36788E+00,    0.12544E-01,    0.89489E+00
   -0.38434E+00,    0.13634E+00,    0.88546E+00
   -0.38957E+00,    0.23533E+00,    0.88239E+00
   -0.36303E+00,   -0.13464E-01,    0.89760E+00
   -0.38878E+00,    0.31440E+00,    0.88285E+00
   -0.28894E+00,   -0.26416E+00,    0.93471E+00
   -0.37274E+00,    0.38552E-01,    0.89215E+00
   -0.38951E+00,    0.30604E+00,    0.88242E+00
   -0.22335E+00,   -0.40561E+00,    0.96082E+00
   -0.35817E+00,   -0.39472E-01,    0.90027E+00
   -0.32458E+00,   -0.16585E+00,    0.91785E+00
   -0.38772E+00,    0.17223E+00,    0.88348E+00
   -0.27089E+00,   -0.30836E+00,    0.94254E+00
   -0.30559E+00,   -0.22234E+00,    0.92707E+00
   -0.39004E+00,    0.21426E+00,    0.88211E+00
   -0.34212E+00,   -0.10761E+00,    0.90888E+00
   -0.21093E+00,   -0.42963E+00,    0.96503E+00
   -0.37871E+00,    0.73515E-01,    0.88873E+00
   -0.28537E+00,   -0.27603E+00,    0.93630E+00
   -0.27737E+00,   -0.29521E+00,    0.93979E+00
   -0.19297E+00,   -0.46126E+00,    0.97070E+00
   -0.39127E+00,    0.24784E+00,    0.88138E+00
   -0.35331E+00,   -0.65480E-01,    0.90291E+00
   -0.38231E+00,    0.99012E-01,    0.88665E+00
   -0.29408E+00,   -0.25560E+00,    0.93240E+00
   -0.33092E+00,   -0.14973E+00,    0.91466E+00
   -0.23479E+00,   -0.38708E+00,    0.95673E+00
   -0.19787E+00,   -0.45430E+00,    0.96920E+00
   -0.39194E+00,    0.26102E+00,    0.88098E+00
   -0.38582E+00,    0.12645E+00,    0.88459E+00
   -0.22029E+00,   -0.41537E+00,    0.96188E+00
   -0.38920E+00,    0.16235E+00,    0.88260E+00
   -0.39191E+00,    0.31049E+00,    0.88100E+00
   -0.34846E+00,   -0.91488E-01,    0.90552E+00
   -0.26604E+00,   -0.32513E+00,    0.94456E+00
   -0.36936E+00,    0.26548E-02,    0.89406E+00
   -0.39240E+00,    0.30139E+00,    0.88070E+00
   -0.33726E+00,   -0.13361E+00,    0.91141E+00
   -0.36451E+00,   -0.23353E-01,    0.89677E+00
   -0.37422E+00,    0.28663E-01,    0.89130E+00
   -0.24318E+00,   -0.37408E+00,    0.95361E+00
   -0.35965E+00,   -0.49361E-01,    0.89946E+00
   -0.29970E+00,   -0.24761E+00,    0.92982E+00
   -0.39378E+00,    0.28705E+00,    0.87988E+00
   -0.25168E+00,   -0.35850E+00,    0.95034E+00
   -0.19759E+00,   -0.45930E+00,    0.96929E+00
   -0.20234E+00,   -0.45152E+00,    0.96780E+00
   -0.38730E+00,    0.11656E+00,    0.88372E+00
   -0.39068E+00,    0.15246E+00,    0.88173E+00
   -0.32607E+00,   -0.17574E+00,    0.91711E+00
   -0.34360E+00,   -0.11750E+00,    0.90810E+00
   -0.31543E+00,   -0.20798E+00,    0.92236E+00
   -0.39506E+00,    0.27017E+00,    0.87911E+00
   -0.35480E+00,   -0.75369E-01,    0.90211E+00
   -0.39410E+00,    0.20286E+00,    0.87969E+00
   -0.20970E+00,   -0.44063E+00,    0.96543E+00
   -0.38497E+00,    0.88522E-01,    0.88509E+00
   -0.26133E+00,   -0.34150E+00,    0.94649E+00
   -0.30480E+00,   -0.23909E+00,    0.92744E+00
   -0.39501E+00,    0.30655E+00,    0.87915E+00
   -0.39432E+00,    0.19100E+00,    0.87956E+00
   -0.33241E+00,   -0.15962E+00,    0.91390E+00
   -0.37085E+00,   -0.72346E-02,    0.89322E+00
   -0.39581E+00,    0.29809E+00,    0.87867E+00
   -0.21950E+00,   -0.42531E+00,    0.96215E+00
   -0.32108E+00,   -0.19569E+00,    0.91959E+00
   -0.37570E+00,    0.18774E-01,    0.89046E+00
   -0.27311E+00,   -0.31810E+00,    0.94160E+00
   -0.38275E+00,    0.62898E-01,    0.88639E+00
   -0.36599E+00,   -0.33243E-01,    0.89595E+00
   -0.39631E+00,    0.22362E+00,    0.87836E+00
   -0.23506E+00,   -0.39738E+00,    0.95663E+00
   -0.34994E+00,   -0.10138E+00,    0.90473E+00
   -0.38056E+00,    0.44782E-01,    0.88766E+00
   -0.39216E+00,    0.14257E+00,    0.88085E+00
   -0.20218E+00,   -0.45730E+00,    0.96785E+00
   -0.20686E+00,   -0.44947E+00,    0.96636E+00
   -0.24345E+00,   -0.38219E+00,    0.95350E+00
   -0.33874E+00,   -0.14350E+00,    0.91064E+00
   -0.36114E+00,   -0.59251E-01,    0.89864E+00
   -0.25113E+00,   -0.36806E+00,    0.95055E+00
   -0.39786E+00,    0.24062E+00,    0.87743E+00
   -0.28926E+00,   -0.28524E+00,    0.93457E+00
   -0.38984E+00,    0.10555E+00,    0.88223E+00
   -0.31057E+00,   -0.23101E+00,    0.92470E+00
   -0.22873E+00,   -0.41306E+00,    0.95892E+00
   -0.39806E+00,    0.30257E+00,    0.87731E+00
   -0.38725E+00,    0.79817E-01,    0.88375E+00
   -0.39837E+00,    0.29346E+00,    0.87713E+00
   -0.35628E+00,   -0.85259E-01,    0.90130E+00
   -0.34508E+00,   -0.12739E+00,    0.90731E+00
   -0.39692E+00,    0.18099E+00,    0.87800E+00
   -0.29893E+00,   -0.26427E+00,    0.93018E+00
   -0.26870E+00,   -0.33476E+00,    0.94346E+00
   -0.39365E+00,    0.13268E+00,    0.87996E+00
   -0.37719E+00,    0.88842E-02,    0.88961E+00
   -0.37233E+00,   -0.17124E-01,    0.89238E+00
   -0.38204E+00,    0.34893E-01,    0.88680E+00
   -0.31559E+00,   -0.22238E+00,    0.92228E+00
   -0.20676E+00,   -0.45525E+00,    0.96639E+00
   -0.29553E+00,   -0.27503E+00,    0.93174E+00
   -0.36748E+00,   -0.43132E-01,    0.89512E+00
   -0.33389E+00,   -0.16951E+00,    0.91314E+00
   -0.28043E+00,   -0.31134E+00,    0.93846E+00
   -0.38558E+00,    0.53320E-01,    0.88474E+00
   -0.30385E+00,   -0.25563E+00,    0.92789E+00
   -0.40001E+00,    0.21436E+00,    0.87613E+00
   -0.35142E+00,   -0.11127E+00,    0.90393E+00
   -0.21830E+00,   -0.43665E+00,    0.96256E+00
   -0.21191E+00,   -0.44790E+00,    0.96471E+00
   -0.40100E+00,    0.27983E+00,    0.87553E+00
   -0.36262E+00,   -0.69140E-01,    0.89782E+00
   -0.39176E+00,    0.95831E-01,    0.88109E+00
   -0.40112E+00,    0.23180E+00,    0.87546E+00
   -0.40129E+00,    0.28945E+00,    0.87536E+00
   -0.40107E+00,    0.29856E+00,    0.87549E+00
   -0.22798E+00,   -0.42083E+00,    0.95919E+00
   -0.40160E+00,    0.25069E+00,    0.87516E+00
   -0.34023E+00,   -0.15339E+00,    0.90986E+00
   -0.40167E+00,    0.26214E+00,    0.87512E+00
   -0.24345E+00,   -0.39196E+00,    0.95350E+00
   -0.39513E+00,    0.12279E+00,    0.87908E+00
   -0.23566E+00,   -0.40733E+00,    0.95641E+00
   -0.40067E+00,    0.19739E+00,    0.87574E+00
   -0.39851E+00,    0.15868E+00,    0.87704E+00
   -0.38942E+00,    0.70073E-01,    0.88248E+00
   -0.27569E+00,   -0.32763E+00,    0.94051E+00
   -0.35776E+00,   -0.95148E-01,    0.90050E+00
   -0.37867E+00,   -0.10054E-02,    0.88875E+00
   -0.21583E+00,   -0.44523E+00,    0.96340E+00
   -0.21131E+00,   -0.45315E+00,    0.96490E+00
   -0.37381E+00,   -0.27013E-01,    0.89153E+00
   -0.38353E+00,    0.25004E-01,    0.88594E+00
   -0.34657E+00,   -0.13727E+00,    0.90653E+00
   -0.30963E+00,   -0.24751E+00,    0.92515E+00
   -0.25240E+00,   -0.37786E+00,    0.95005E+00
   -0.33087E+00,   -0.18889E+00,    0.91468E+00
   -0.36896E+00,   -0.53021E-01,    0.89428E+00
   -0.40110E+00,    0.17193E+00,    0.87547E+00
   -0.39661E+00,    0.11290E+00,    0.87819E+00
   -0.32284E+00,   -0.21469E+00,    0.91872E+00
   -0.39999E+00,    0.14879E+00,    0.87615E+00
   -0.38797E+00,    0.44239E-01,    0.88333E+00
   -0.40405E+00,    0.29453E+00,    0.87368E+00
   -0.28811E+00,   -0.30418E+00,    0.93509E+00
   -0.40285E+00,    0.18895E+00,    0.87441E+00
   -0.35291E+00,   -0.12116E+00,    0.90313E+00
   -0.30231E+00,   -0.27096E+00,    0.92861E+00
   -0.36410E+00,   -0.79029E-01,    0.89700E+00
   -0.31445E+00,   -0.24015E+00,    0.92283E+00
   -0.40492E+00,    0.28535E+00,    0.87314E+00
   -0.39471E+00,    0.86369E-01,    0.87933E+00
   -0.26520E+00,   -0.35631E+00,    0.94490E+00
   -0.27087E+00,   -0.34444E+00,    0.94255E+00
   -0.29323E+00,   -0.29441E+00,    0.93278E+00
   -0.21584E+00,   -0.45101E+00,    0.96339E+00
   -0.34171E+00,   -0.16328E+00,    0.90909E+00
   -0.40585E+00,    0.23866E+00,    0.87257E+00
   -0.40506E+00,    0.20634E+00,    0.87305E+00
   -0.38015E+00,   -0.10895E-01,    0.88790E+00
   -0.38501E+00,    0.15114E-01,    0.88507E+00
   -0.22719E+00,   -0.43187E+00,    0.95947E+00
   -0.28251E+00,   -0.32109E+00,    0.93756E+00
   -0.22081E+00,   -0.44362E+00,    0.96170E+00
   -0.39243E+00,    0.60589E-01,    0.88069E+00
   -0.37530E+00,   -0.36903E-01,    0.89069E+00
   -0.40147E+00,    0.13890E+00,    0.87525E+00
   -0.40659E+00,    0.26996E+00,    0.87211E+00
   -0.40616E+00,    0.22208E+00,    0.87238E+00
   -0.35925E+00,   -0.10504E+00,    0.89968E+00
   -0.24392E+00,   -0.40194E+00,    0.95333E+00
   -0.23637E+00,   -0.41617E+00,    0.95615E+00
   -0.32852E+00,   -0.20646E+00,    0.91587E+00
   -0.25148E+00,   -0.38776E+00,    0.95041E+00
   -0.40698E+00,    0.29046E+00,    0.87188E+00
   -0.34805E+00,   -0.14716E+00,    0.90574E+00
   -0.33747E+00,   -0.18140E+00,    0.91130E+00
   -0.37044E+00,   -0.62911E-01,    0.89345E+00
   -0.32052E+00,   -0.23106E+00,    0.91987E+00
   -0.25929E+00,   -0.37412E+00,    0.94731E+00
   -0.29916E+00,   -0.28637E+00,    0.93007E+00
   -0.40766E+00,    0.28221E+00,    0.87145E+00
   -0.39911E+00,    0.10206E+00,    0.87667E+00
   -0.26342E+00,   -0.36646E+00,    0.94564E+00
   -0.22471E+00,   -0.44082E+00,    0.96034E+00
   -0.39673E+00,    0.76867E-01,    0.87811E+00
   -0.30891E+00,   -0.26424E+00,    0.92549E+00
   -0.22035E+00,   -0.44883E+00,    0.96185E+00
   -0.27789E+00,   -0.33734E+00,    0.93956E+00
   -0.36559E+00,   -0.88919E-01,    0.89617E+00
   -0.35439E+00,   -0.13105E+00,    0.90233E+00
   -0.40295E+00,    0.12902E+00,    0.87434E+00
   -0.40680E+00,    0.18012E+00,    0.87198E+00
   -0.38649E+00,    0.52249E-02,    0.88420E+00
   -0.38164E+00,   -0.20784E-01,    0.88704E+00
   -0.40633E+00,    0.16491E+00,    0.87227E+00
   -0.33422E+00,   -0.19825E+00,    0.91297E+00
   -0.39135E+00,    0.31235E-01,    0.88133E+00
   -0.30470E+00,   -0.27820E+00,    0.92749E+00
   -0.40981E+00,    0.27725E+00,    0.87012E+00
   -0.40866E+00,    0.19702E+00,    0.87084E+00
   -0.37678E+00,   -0.46792E-01,    0.88984E+00
   -0.40987E+00,    0.28637E+00,    0.87009E+00
   -0.40934E+00,    0.21273E+00,    0.87041E+00
   -0.31378E+00,   -0.25648E+00,    0.92316E+00
   -0.34319E+00,   -0.17317E+00,    0.90831E+00
   -0.29024E+00,   -0.31387E+00,    0.93413E+00
   -0.39531E+00,    0.51016E-01,    0.87897E+00
   -0.36073E+00,   -0.11493E+00,    0.89887E+00
   -0.40120E+00,    0.93863E-01,    0.87541E+00
   -0.37193E+00,   -0.72800E-01,    0.89261E+00
   -0.41094E+00,    0.23047E+00,    0.86942E+00
   -0.25933E+00,   -0.38173E+00,    0.94730E+00
   -0.32712E+00,   -0.22373E+00,    0.91658E+00
   -0.40443E+00,    0.11913E+00,    0.87344E+00
   -0.22484E+00,   -0.44659E+00,    0.96029E+00
   -0.41154E+00,    0.24677E+00,    0.86905E+00
   -0.34953E+00,   -0.15705E+00,    0.90495E+00
   -0.25226E+00,   -0.39648E+00,    0.95011E+00
   -0.40781E+00,    0.15502E+00,    0.87136E+00
   -0.24467E+00,   -0.41135E+00,    0.95304E+00
   -0.22969E+00,   -0.43905E+00,    0.95858E+00
   -0.28516E+00,   -0.33072E+00,    0.93639E+00
   -0.41257E+00,    0.27313E+00,    0.86841E+00
   -0.38798E+00,   -0.46655E-02,    0.88333E+00
   -0.39969E+00,    0.67332E-01,    0.87633E+00
   -0.36707E+00,   -0.98808E-01,    0.89534E+00
   -0.31943E+00,   -0.24879E+00,    0.92040E+00
   -0.39283E+00,    0.21343E-01,    0.88045E+00
   -0.41272E+00,    0.28225E+00,    0.86832E+00
   -0.38312E+00,   -0.30673E-01,    0.88617E+00
   -0.23715E+00,   -0.42762E+00,    0.95586E+00
   -0.35587E+00,   -0.14093E+00,    0.90153E+00
   -0.41315E+00,    0.25883E+00,    0.86805E+00
   -0.34061E+00,   -0.19087E+00,    0.90967E+00
   -0.37826E+00,   -0.56682E-01,    0.88899E+00
   -0.31173E+00,   -0.27111E+00,    0.92414E+00
